안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,위도,경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치년도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
생활-2017-69,01,05,영림조경건설 입구,,경기도 남양주시 일패동 753-1,37.6128072200,127.1799277000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-71,01,05,축령교,,경기도 남양주시 수동면 외방리 423-1,37.7393252800,127.3059888000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-72,01,05,파위교,,경기도 남양주시 수동면 입석리 307-1,37.7042469100,127.3310994000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-76,01,05,호만3교,,경기도 남양주시 호평동 688-1,37.6593037500,127.2469928000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-78,01,05,효성아파트 후문,,경기도 남양주시 평내동 646,37.6475537700,127.2432718000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-79,01,05,평내도서관,,경기도 남양주시 평내동 648,37.6425808100,127.2386103000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-80,01,05,케이마트 골목,경기도 남양주시 의안로 129-19,경기도 남양주시 평내동 604-2번지,37.6430335800,127.2373309248,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-82,01,05,내곡리 체육공원,,경기도 남양주시 진건읍 신월리 323-3,37.6766379000,127.1631440000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-83,01,05,축구장,,경기도 남양주시 진접읍 부평리 517-47,37.7452387800,127.1978290000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
생활-2017-85,01,05,삼금아파트 진입로,,경기도 남양주시 진접읍 금곡리 1127-109,37.7169332900,127.2016903000,03,N,N,N,,2017,20191201,Y,남양주시청,031-590-4302,20200128
공원-2014-21,01,01,다산센트레빌 옆 도농어린이공원,,경기도 남양주시 다산동 4436-3,37.6073106100,127.1545127000,03,N,N,N,,2014,20191201,Y,남양주시청,031-590-4302,20200128
공원-2015-01,01,01,지금1호 어린이공원,,경기도 남양주시 다산동 751,37.5970880800,127.1587043000,03,N,N,N,,2015,20191201,Y,남양주시청,031-590-4302,20200128
10915,01,02,사거리,경기도 안양시 만안구 성결대학로64번길 8,경기도 안양시 만안구 안양동 402-32번지,37.3919940000,126.9056750000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10914,01,02,양치초교 정문,경기도 안양시 만안구 성결대학로 24,경기도 안양시 만안구 안양동 564-23번지,37.3914760000,126.9053320000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10913,01,02,율목사회복지관,경기도 안양시 만안구 문예로6번길 38,경기도 안양시 만안구 안양동 560-9번지,37.3929000000,126.9070830000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10912,01,02,새마을부락 오거리,경기도 안양시 만안구 냉천로11번길 22,경기도 안양시 만안구 안양동 406-34번지,37.3922170000,126.9094370000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10911,01,02,우성3차 APT 입구,경기도 안양시 만안구 성결대학로51번길 36,경기도 안양시 만안구 안양동 398-38번지,37.3916150000,126.9130550000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10910,01,02,신안중교 능골관,경기도 안양시 만안구 372-80,경기도 안양시 만안구 안양8동 372-8,37.3892800000,126.9157410000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10909,01,02,움트리어린이집 인근,경기도 안양시 만안구 4620,경기도 안양시 만안구 안양8동 462,37.3834090000,126.9010270000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10908,01,02,안양서중 정문,경기도 안양시 만안구 명학로5번길 22,경기도 안양시 만안구 안양동 1278-4번지,37.3849780000,126.9041250000,03,N,N,N,,2011,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10907,01,02,율목(아) 주변 노상주차장,경기도 안양시 만안구 명학로5번길40-1,경기도 안양시 만안구 안양동 342-108번지 영진빌라,37.3944220000,126.9117310000,03,N,N,N,,2010,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10906,01,02,성화빌라 옆,경기도 안양시 만안구 안양로 101,경기도 안양시 만안구 안양8동 572,37.3914710000,126.9087650000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10905,01,02,양지초교 앞,경기도 안양시 만안구 안양로 101,경기도 안양시 만안구 안양8동 572,37.3923330000,126.9052840000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10904,01,02,새마을 소공원 앞,경기도 안양시 만안구 안양로 101,경기도 안양시 만안구 안양8동 572,37.3926040000,126.9074910000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10903,01,02,신안초교 입구,경기도 안양시 만안구 명학로 40-3,경기도 안양시 만안구 안양동 363-4번지,37.3906440000,126.9147910000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10902,01,02,미창조피부관리실,경기도 안양시 만안구 안양로111번길 10,경기도 안양시 만안구 안양동 548-5번지,37.3921890000,126.9086970000,03,N,N,N,,2008,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
10901,01,02,우성(아) 102동,경기도 안양시 만안구 명학로 46,경기도 안양시 만안구 안양동 363-9번지,37.3917060000,126.9141190000,03,N,N,N,,2008,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
72414,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72408,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72410,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72421,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72422,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72424,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72423,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72425,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
P-19-034,01,99,신대저수지제방1,경기도 수원시 영통구 광교호수로 171,경기도 수원시 영통구 하동 1000 신대저수지제방,37.2836720000,127.0713700000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-035,01,99,신대저수지제방2,경기도 수원시 영통구 광교호수로 171,경기도 수원시 영통구 하동 1000 신대저수지제방,37.2839670000,127.0710900000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-036,01,99,신대저수지제방다리,,경기도 수원시 영통구 하동 999-1 신대저수지제방다리,37.2843520000,127.0708020000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-037,01,99,제방다리데크1,,경기도 수원시 영통구 하동 999-2 제방다리데크,37.2848040000,127.0711530000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-038,01,99,제방다리데크2,,경기도 수원시 영통구 하동 999-2 제방다리데크,37.2853070000,127.0719320000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-039,01,99,수변쉼터2,,경기도 수원시 영통구 하동 999-2 수변쉼터,37.2858670000,127.0718460000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-040,01,99,자작나무쉼터다리,,경기도 수원시 영통구 하동 997 자작나무쉼터다리,37.2929540000,127.0779190000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-041,01,99,먼섬숲데크1,,경기도 수원시 영통구 하동 995 먼섬숲데크,37.2926890000,127.0769990000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-042,01,99,먼섬숲데크2,,경기도 수원시 영통구 하동 995 먼섬숲데크,37.2921360000,127.0763680000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-043,01,99,꽃섬 건너편,,경기도 수원시 영통구 하동 999 꽃섬 건너편,37.2882940000,127.0695760000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-044,01,99,정다운다리 남측,,경기도 수원시 영통구 하동 996 정다운다리남측,37.2872090000,127.0715500000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-045,01,99,수변쉼터2 데크,,경기도 수원시 영통구 하동 999-2 수변쉼터2데크,37.2869360000,127.0720220000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-046,01,99,정다운다리 북측,,경기도 수원시 영통구 하동 996 정다운다리북측,37.2881060000,127.0721830000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-047,01,04,휴게마당1,,경기도 수원시 영통구 하동 999 휴게마당,37.2873290000,127.0704130000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-048,01,04,휴게마당2,,경기도 수원시 영통구 하동 999 휴게마당,37.2879860000,127.0700370000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-19-049,01,99,조용한물숲향긋한꽃섬,,경기도 수원시 영통구 하동 999 조용한물숲향긋한꽃섬,37.2890280000,127.0710130000,03,Y,N,N,CCTV,2019,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
A-20-005,01,01,229호어린이공원놀이터,,경기도 수원시 권선구 고색동 14-139 229호어린이공원놀이터,37.2567310000,126.9884940000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
A-20-006,01,01,229호어린이공원산책길,,경기도 수원시 권선구 고색동 14-46 229호어린이공원산책길,37.2564480000,126.9891780000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-20-014,01,01,쪽빛어린이공원,,경기도 수원시 팔달구 화서동 645 쪽빛어린이공원,37.2860360000,126.9910010000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-20-010,01,01,청소년문화공원,,경기도 수원시 팔달구 인계동 178 청소년문화공원,37.2770180000,127.0332920000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
P-20-013,01,01,청소년문화공원,,경기도 수원시 팔달구 인계동 178 청소년문화공원,37.2767570000,127.0343800000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
A-20-229,01,04,남문모텔,경기도 수원시 팔달구 정조로795번길 15-2,경기도 수원시 팔달구 남창동 103-1 남문모텔,37.2792600000,127.0156970000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
A-20-230-1,01,04,홍천오리,경기도 수원시 팔달구 고매로15번길 7,경기도 수원시 팔달구 고등동 307,37.2710700000,127.0042540000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
A-20-231,01,04,정원아트빌 앞,경기도 수원시 팔달구 경수대로565번길 59-11,경기도 수원시 팔달구 인계동 245-17 정원아트빌앞,37.2752900000,127.0271360000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
A-18-501,01,04,평화부동산 앞,,경기도 수원시 팔달구 고등동 303-15 평화부동산 앞,37.2708040000,127.0020150000,03,Y,N,N,CCTV,2020,20210202,Y,수원시 도시안전통합센터,031-228-2591,20221031
20212,01,02,중앙초교후문 주변,경기도 안양시 만안구 박달로 472번길 37,경기도 안양시 만안구 박달동 130-12번지 하늘빌리지,37.3949540000,126.9377370000,03,N,N,N,,2015,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20210,01,02,비산주유소뒤,경기도 안양시 만안구 삼봉로,경기도 안양시 만안구 박달2동 582-5,37.3930930000,126.9416540000,03,N,N,N,,2013,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20209,01,02,중앙초교 후문,경기도 안양시 만안구 오리로52번길 61,경기도 안양시 만안구 박달동 923번지,37.3953700000,126.9393240000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20208,01,02,중앙초교 정문,경기도 안양시 만안구 박달로 440,경기도 안양시 만안구 박달동 124-7번지,37.3961030000,126.9376460000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20207,01,02,삼익체육공원 입구_#2,경기도 안양시 만안구 박달로437번길 21,경기도 안양시 만안구 박달동 114-3번지,37.3959710000,126.9361640000,03,N,N,N,,2010,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20206,01,02,꿈에그린APT입구,경기도 안양시 만안구 삼봉로 46,경기도 안양시 만안구 박달동 144-3번지,37.3959710000,126.9361640000,03,N,N,N,,2010,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20205,01,02,동산(아) 비산체육공원,경기도 안양시 만안구,경기도 안양시 만안구 박달2동 148-6,37.3971290000,126.9335200000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20204,01,02,안양탁구클럽 옆,경기도 안양시 만안구,경기도 안양시 만안구 박달2동 602-68,37.3978110000,126.9372620000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20203,01,02,평촌래미안 푸르지오아파트 앞,경기도 안양시 만안구 929-90,경기도 안양시 만안구 박달2동 929-9,37.3967050000,126.9412170000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20202,01,02,미륭체육공원,경기도 안양시 만안구 오리로34번길 44,경기도 안양시 만안구 박달동 928-9번지,37.3976260000,126.9422690000,03,N,N,N,,2008,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20201,01,02,성원빌딩옆(중앙초지하보도입구),경기도 안양시 만안구 양화로148번길 25,경기도 안양시 만안구 박달동 31-14번지,37.3966330000,126.9395570000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20136,01,02,수명어린이공원#3(평촌자이아이파크),경기도 안양시 만안구 824-290,경기도 안양시 만안구 박달2동 824-29,37.4006240000,126.9309550000,03,N,N,N,,2022,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20135,01,02,수명어린이공원#2(평촌자이아이파크),경기도 안양시 만안구 701-250,경기도 안양시 만안구 박달2동 701-25,37.4005980000,126.9312120000,03,N,N,N,,2022,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20134,01,02,수명어린이공원#1(평촌자이아이파크),경기도 안양시 만안구 박달로 421,경기도 안양시 만안구 박달2동 158-1,37.4009990000,126.9311590000,03,N,N,N,,2022,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20133,01,02,비봉산 힐링공원,경기도 안양시 만안구 양화로97번길 10,경기도 안양시 만안구 박달2동 94-93,37.4089760000,126.9310440000,03,N,N,N,,2021,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20132,01,02,안일교 동편 하부,경기도 안양시 만안구 양화로 97,경기도 안양시 만안구 박달2동 68-154,37.4016020000,126.9277360000,03,N,N,N,,2021,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20131,01,02,비산화성파크드림 뒤,경기도 안양시 만안구 00,경기도 안양시 만안구 박달2동 920,37.3989090000,126.9309590000,03,N,N,N,,2020,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20130,01,02,대림대 사거리,경기도 안양시 만안구 오리로34번길 10,경기도 안양시 만안구 박달2동 933,37.4016360000,126.9278740000,03,N,N,N,,2009,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20129,01,02,휴먼시아APT203동 앞,경기도 안양시 만안구 00,경기도 안양시 만안구 박달2동 926-10,37.4006690000,126.9297490000,03,N,N,N,,2012,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20128,01,02,만장사,경기도 안양시 만안구 183-130,경기도 안양시 만안구 박달2동 183-13,37.4096820000,126.9321810000,03,N,N,N,,2017,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20126,01,02,임곡중정문,경기도 안양시 만안구 박달로 455,경기도 안양시 만안구 박달동 114-6번지,37.4080230000,126.9323740000,03,N,N,N,,2014,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20125,01,02,강변교회,경기도 안양시 만안구 박달로 455,경기도 안양시 만안구 박달동 114-6번지,37.4081700000,126.9362150000,03,N,N,N,,2014,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
4585,01,05,두정1리소공원 뒤편 삼거리,경기도 평택시 팽성읍 두정안길 2,경기도 평택시 팽성읍 두정리 50-7번지,36.9399000000,127.0377000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4579,01,05,마을 진입로 주변,경기도 평택시 팽성읍 노와길 165,경기도 평택시 팽성읍 노와리 22-1번지,36.9596000000,127.0950000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4741,01,05,섬기는 교회 앞,경기도 평택시 팽성읍 노성2길 135,경기도 평택시 팽성읍 노성리 203-1번지,36.9368000000,127.0206000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4738,01,05,축사 앞 사거리,,경기도 평택시 팽성읍 노와리 413-9,36.9603000000,127.0966000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4735,01,05,송화1리 마을회관 주변,경기도 평택시 팽성읍 송화1길 42,경기도 평택시 팽성읍 송화리 293-3번지,36.9476000000,127.0476000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4564,01,05,마을 진입로 삼거리,경기도 평택시 팽성읍 석근2길 49-2,경기도 평택시 팽성읍 석근리 82-1번지,36.9357000000,127.0476000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4561,01,05,청년숲 불타는랍스터 앞,경기도 평택시 통복시장로13번길 8,경기도 평택시 통복동 95-49번지,36.9969000000,127.0850000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4558,01,05,황산3리 경로당 옆,경기도 평택시 현덕면 황산3길 25,경기도 평택시 현덕면 덕목리 1170-22번지,36.9519000000,126.9354000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4555,01,05,주택 입구 앞,경기도 평택시 현덕면 황산2길 8,경기도 평택시 현덕면 황산리 115-5번지,36.9578000000,126.9305000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4552,01,05,주택 입구 앞 삼거리,,경기도 평택시 현덕면 화양리 757-3,36.9742000000,126.9088000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4546,01,05,주택 입구 앞,경기도 평택시 현덕면 도대길 88-11,경기도 평택시 현덕면 도대리 154-1번지,36.9551000000,126.9095000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4543,01,05,신3리 마을회관 주변 사거리,경기도 평택시 오성면 신3리길 80,경기도 평택시 오성면 신리 36-18번지,37.0035000000,127.0156000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4540,01,05,양교2리 마을회관 옆 사거리,경기도 평택시 양교길 46,경기도 평택시 오성면 양교리 469-4,37.0214000000,126.9702000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4534,01,05,홍원6리 다목적회관 입구 앞,경기도 평택시 포승읍 홍원6길19번길 19,경기도 평택시 포승읍 홍원리 247-37번지,37.0103000000,126.8670000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4528,01,05,원정리 1275,,경기도 평택시 팽성읍 원정리 265-5,36.9925000000,126.8380000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4525,01,05,원정3리 경로당 앞,경기도 평택시 포승읍 평택항로 373-12,경기도 평택시 포승읍 원정리 827-1번지,36.9906000000,126.8326000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4522,01,05,마을진입로 사거리,,경기도 평택시 안중읍 덕우리 313-1,37.0142000000,126.9274000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4516,01,05,신안중모터스 앞(하나로마트 옆),경기도 평택시 안중읍 안중로84번길 32,경기도 평택시 안중읍 현화리 69-7번지,36.9854000000,126.9255000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
4510,01,05,학현교차로 주변,,경기도 평택시 안중읍 학현리 321-10,36.9930000000,126.9140000000,03,N,N,N,CCTV,2017,20220530,Y,평택시청,031-8024-5295,20220530
72426,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72427,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72428,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72429,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72430,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72431,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72434,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72432,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72433,01,02,평촌지하주차장,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5번지,37.3922900000,126.9580400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
71510,01,02,샘모루초교지하주차장,경기도 안양시 동안구 관악대로 155,경기도 안양시 동안구 비산동 405,37.3996300000,126.9408400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
71511,01,02,샘모루초교지하주차장,경기도 안양시 동안구 관악대로 155,경기도 안양시 동안구 비산동 405,37.3996300000,126.9408400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
71512,01,02,샘모루초교지하주차장,경기도 안양시 동안구 관악대로 155,경기도 안양시 동안구 비산동 405,37.3996300000,126.9408400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
71513,01,02,샘모루초교지하주차장,경기도 안양시 동안구 관악대로 155,경기도 안양시 동안구 비산동 405,37.3996300000,126.9408400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
70710,01,02,안양테크노벨리지하주차장,경기도 안양시 만안구 전파로24번길 35-24,경기도 안양시 만안구 안양동 196-47번지,37.3890300000,126.9365400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
70711,01,02,안양테크노벨리지하주차장,경기도 안양시 만안구 전파로24번길 35-24,경기도 안양시 만안구 안양동 196-47번지,37.3890300000,126.9365400000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72072,01,02,동편마을지하주차장,,경기도 안양시 동안구 관양동 1709,37.4082600000,126.9727700000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72071,01,02,동편마을지하주차장,,경기도 안양시 동안구 관양동 1709,37.4082600000,126.9727700000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
72070,01,02,동편마을지하주차장,,경기도 안양시 동안구 관양동 1709,37.4082600000,126.9727700000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5397,20241130
20798,01,02,인덕원 공영주차장,경기도 안양시 동안구 부림로170번길 44,경기도 안양시 동안구 관양동 1739번지,37.3984600000,126.9742100000,03,N,N,N,,2018,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20796,01,02,DS타워,경기도 안양시 동안구 부림로170번길 41-13,경기도 안양시 동안구 관양동 1736-1번지,37.3949210000,126.9709950000,03,N,N,N,,2023,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20795,01,02,새마을방앗간,경기도 안양시 동안구 부림로170번길 41-22,경기도 안양시 동안구 관양동 1735번지,37.3985030000,126.9739940000,03,N,N,N,,2023,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
20794,01,02,동안교 남측 하부 산책로,경기도 안양시 동안구 관양로227번길34,경기도 안양시 동안구 관양동 1486번지 목련아파트,37.4023490000,126.9665140000,03,N,N,N,,2022,20241130,Y,안양시 스마트도시정보과,031-8045-5007,20241130
